Column1,Domain,Realm,Kingdom,Phylum,Class,Order,Family,Subfamily,Genus
vOTU_2799,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_3193,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_83044,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_3015,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_121119,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_91705,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_137428,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_60410,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_78480,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_61233,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_66568,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_6083,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_1201,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_1226,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_1303,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_13359,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_2133,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_2693,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_48009,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_61042,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_46421,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_29338,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_54267,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_69662,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_50099,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_467,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_594,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_79233,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_27559,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_140111,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_8439,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_62721,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_11889,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_103001,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_107188,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_109138,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_89641,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_445,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_8470,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_56934,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_86414,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_4505,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_124722,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_50318,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_99112,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_4275,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_46661,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_125241,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_95392,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_551,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_563,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_135674,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_122712,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_90498,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_47858,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_77232,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_82686,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_88697,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_568,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_44118,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_3970,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_3687,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_133,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_2587,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_471,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_122615,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_12355,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_14755,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_122490,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_69864,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_5323,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_878,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_47041,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_7318,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_19888,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_9673,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_8093,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_101126,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_101204,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_102373,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_109586,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_126703,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_131294,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_41765,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_42522,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_44847,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_47538,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_49939,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_5085,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_52160,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_53234,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_57070,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_59026,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_59597,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_60635,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_62810,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_64273,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_70538,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_73498,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_89860,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_90027,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_95,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_95769,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_102756,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_52959,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_24198,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_3781,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_98440,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_41817,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_713,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_49400,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_122529,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_46693,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_60357,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_86786,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_126330,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_36517,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_39550,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_121304,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_49105,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_45513,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_29142,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_133564,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_55848,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_45134,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_4604,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_5092,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_1492,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_4436,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
vOTU_4483,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes,Unclassified_Caudoviricetes
