vOTU_133184	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Schitoviridae;Rothmandenesvirinae;Jwalphavirus;Jwalphavirusjwalpha
vOTU_87861	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_89576	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_958	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_57048	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_61543	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_63955	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_82437	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_19212	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_967	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_132706	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_24422	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_9976	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_125833	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_129235	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_214	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_28222	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_3820	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_47279	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_75200	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_146434	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_126747	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_13465	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_470	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_59685	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_61720	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_788	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_105359	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_89704	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_97029	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_10266	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_110306	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_121591	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_129711	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_131046	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_131557	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_1351	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_29383	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_42049	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_4641	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_55217	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_58861	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_6589	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_68843	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_90706	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_98100	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_120334	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_91552	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_128881	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_1559	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_22294	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_2378	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_2987	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_3196	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_42985	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_521	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_522	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_659	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_787	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_901	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_2578	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_118817	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_9031	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_78111	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_1003	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_38604	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_108805	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_31766	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_70448	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_21399	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_27318	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_198	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_200	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_134900	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_15634	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_30420	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_66651	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_80499	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_8202	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_48263	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_79096	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_2157	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_22713	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_281	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_60296	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_202	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_212	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_126702	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_131528	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_1571	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_888	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_71745	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_66893	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_87098	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_14774	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_38265	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_111246	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_3541	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_69381	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_70852	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_36583	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_126974	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_16060	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_143180	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_3668	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_65577	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_90743	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_70037	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_98374	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_120612	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_1075	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_92647	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_122100	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_1599	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_5933	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_55666	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_82168	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_105602	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_1708	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_99068	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_106960	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_107884	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_110079	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_121014	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_130606	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_143021	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_143487	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_15876	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_25657	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_29413	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_59243	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_6053	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_72046	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_7449	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_83983	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_20982	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_52434	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_3454	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_91296	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_102431	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_1039	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_45754	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_32906	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_1247	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_1766	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_2043	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_2211	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_3257	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_735	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_8740	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_85283	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_1110	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_1154	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_13414	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_134899	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_3717	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_8666	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_2223	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_17384	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_4635	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_19347	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_3768	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_74102	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_66864	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_10617	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_19273	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_120994	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_6559	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_30527	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_38840	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_2393	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_63703	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_20565	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_39616	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_16632	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_4704	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_141797	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_122663	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_12261	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_101293	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_48889	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_73378	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_110910	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_35365	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_47426	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_75334	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_249	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_145301	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_19253	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_76310	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_3998	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_79231	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_83873	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_103507	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_80511	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_1143	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_1327	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
